Date,Prompt,Original Topic,Query,New Topic,Topic,Duplicate ID,Test,Topic_TSNE
2023-10-08,B,Athletics,How can I buy tickets for [specific sports] games,12,Athletics,46,TRUE,"269.6899108886719,133.2352294921875"
2023-10-08,B,Athletics,When is the next home game for [specific sports],12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-08,B,Athletics,How do I try out for [specific sports team],12,Athletics,,TRUE,"269.6899108886719,133.2352294921875"
2023-10-08,B,Housing and Accommodation,Is on-campus housing available for first-year students,13,Housing,10,FALSE,"262.19744873046875,-236.9348907470703"
2023-10-08,B,Housing and Accommodation,How much does dormitory housing cost,13,Housing,,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-08,B,Housing and Accommodation,Are there any nearby off-campus housing options,13,Housing,51,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-08,B,Academic Programs and Courses,What classes are available next semester,9,Academic Calendar,0,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,B,Academic Programs and Courses,What undergraduate/graduate programs do you offer,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,B,Academic Programs and Courses,Can you tell me more about the [specific program],9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,B,Academic Programs and Courses,How do I register for classes,9,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,B,Alumni Services,How do I request my transcripts,0,Graduation,24,FALSE,"-152.3739013671875,-117.56211853027344"
2023-10-08,B,Alumni Services,Are there any alumni events this year,0,Alumni,25,FALSE,"-225.3961639404297,-117.83951568603516"
2023-10-08,B,Alumni Services,How do I donate to the university,0,Alumni,26,FALSE,"-225.3961639404297,-117.83951568603516"
2023-10-08,B,Feedback and Complaints,Where can I leave feedback about a professor,14,Feedback,149,FALSE,"432.46820068359375,405.8965759277344"
2023-10-08,B,Feedback and Complaints,How do I file a complaint about a campus service,14,Feedback,60,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,B,General Information,What's the university's address and contact number,13,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,General Information,How do I get to the university from [specific location],13,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,General Information,Is there a campus tour available,13,Campus,27,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Financial Aid and Scholarships,How do I apply for financial aid,7,Financial Information,5,FALSE,"29.64777946472168,257.22271728515625"
2023-10-08,B,Financial Aid and Scholarships,What scholarships are available for [specific program/major],7,Financial Information,,TRUE,"29.64777946472168,257.22271728515625"
2023-10-08,B,Financial Aid and Scholarships,When is the financial aid deadline,17,Financial Information,,TRUE,"29.64777946472168,257.22271728515625"
2023-10-08,B,Financial Aid and Scholarships,What is the average financial aid package,7,Financial Information,,TRUE,"29.64777946472168,257.22271728515625"
2023-10-08,B,Technical Support,How do I reset my student portal password,11,Information Technology,9,FALSE,"-508.04144287109375,40.713619232177734"
2023-10-08,B,Technical Support,Is there a tech help desk on campus,11,Campus,69,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Technical Support,How do I connect to the campus Wi-Fi,11,Information Technology,34,FALSE,"-508.04144287109375,40.713619232177734"
2023-10-08,B,Library and Research,How do I access the online library catalog,16,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,B,Library and Research,What are the library's opening hours,16,Campus,12,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Library and Research,Can I reserve a study room in the library,16,Campus,73,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Safety and Emergency,Is there a campus police phone number,4,Emergency and Safety,145,FALSE,"485.61334228515625,-64.19918060302734"
2023-10-08,B,Safety and Emergency,How do I report an on-campus emergency,4,Campus,145,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Campus Life,What student organizations are there,3,Student Organizations,,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,B,Campus Life,Are there any upcoming campus events,3,Campus,77,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Campus Life,Where can I find the campus map,3,Campus,78,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,B,Campus Life,What are the dining options on campus,3,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,C,Study Abroad and Exchanges,Can students study abroad during their course,1,Study Abroad and Exchanges,8,FALSE,"-37.47453308105469,-28.98046112060547"
2023-10-08,C,Study Abroad and Exchanges,Which universities do you have exchange programs with,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-08,C,Study Abroad and Exchanges,Are there scholarships for study abroad programs,1,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-08,C,Research Opportunities,Are there research opportunities for undergraduate students,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-08,C,Research Opportunities,How can I join a research lab or group,16,Research,84,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-08,C,Research Opportunities,Who should I contact about [specific field] research,16,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-08,C,Internships and Job Placements,Does the university offer internship programs,13,Career,,TRUE,"-151.28314208984375,13.832592010498047"
2023-10-08,C,Internships and Job Placements,How can I apply for internship opportunities through the university,13,Career,,TRUE,"-151.28314208984375,13.832592010498047"
2023-10-08,C,Internships and Job Placements,Are there any job placement services for graduates,13,Career,88,TRUE,"-151.28314208984375,13.832592010498047"
2023-10-08,C,Student Health and Wellness,Are there counseling services available for students,13,Student Health and Wellness,89,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,C,Student Health and Wellness,How can I schedule an appointment with a university therapist or counselor,13,Student Health and Wellness,89,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,C,Student Health and Wellness,Is there a gym or fitness center on campus,13,Campus,69,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,C,Transportation and Parking,How can I get a parking permit,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-08,C,Transportation and Parking,Are there shuttle services around the campus,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-08,C,Transportation and Parking,How do I use the university's public transportation discounts,18,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-08,C,Extracurricular Activities,Can I start a new club or student organization,6,Student Organizations,,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,C,Extracurricular Activities,How do I join the university's [specific club],6,Student Organizations,16,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,C,Extracurricular Activities,Are there music or arts programs open to all students,13,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,C,Testing and Exam Centers,Where is the university's testing center located,13,Campus,13,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,C,Testing and Exam Centers,How do I schedule a makeup exam,13,Academic Calendar,99,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,C,Testing and Exam Centers,Are there accommodations for students with disabilities during exams,13,Accessibility,,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,C,Labs and Technology,Where are the computer labs located on campus,10,Campus,13,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,C,Labs and Technology,How can I reserve equipment or lab space for a project,10,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,C,Labs and Technology,Are there any workshops on software tools or technologies,10,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,C,Accessibility Services,What services are available for students with disabilities,0,Accessibility,,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,C,Accessibility Services,How do I request accommodations for my classes,0,Accessibility,105,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,C,Accessibility Services,Is the campus wheelchair accessible,0,Accessibility,,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,C,Community Engagement,How can I get involved in community service through the university,13,Community Engagement,107,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,C,Community Engagement,Are there mentorship programs for new students,13,Academic Calendar,154,FALSE,"-84.70146179199219,170.7164306640625"
2023-10-08,C,Community Engagement,Does the university host public events or lectures,13,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,C,Graduation and Alumni,How do I apply for graduation,0,Graduation,110,FALSE,"-152.3739013671875,-117.56211853027344"
2023-10-08,C,Graduation and Alumni,How can I join the alumni network,0,Alumni,,TRUE,"-225.3961639404297,-117.83951568603516"
2023-10-08,C,Graduation and Alumni,What are the requirements to graduate with honors,0,Graduation,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-08,C,Eco and Sustainability Initiatives,What sustainability initiatives does the university follow,6,Community Engagement,113,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,C,Eco and Sustainability Initiatives,Are there any eco-friendly student organizations,6,Student Organizations,,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,C,Eco and Sustainability Initiatives,How can I get involved in the university's green initiatives,6,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,D,Faculty and Staff,Who is the head of the [specific department],8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Faculty and Staff,How can I schedule a meeting with Professor [name],8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Faculty and Staff,Where can I find the office hours for my instructors,8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Campus Infrastructure,Where can I find a list of all lecture halls and their capacities,3,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,D,Campus Infrastructure,How can I book a recreational area for an event,3,Campus,14,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,D,Campus Infrastructure,Are there study rooms in the [specific building],3,Campus,73,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,D,Academic Resources,Where can I find additional reading materials for my [specific course],9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Academic Resources,Is there a peer tutoring program for [specific subject],9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Academic Resources,Are there workshops to help with academic writing or research methods,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Student Support Services,How can I access mental health services on campus,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,D,Student Support Services,Where can I get academic counseling or advising,11,Academic Resources,44,FALSE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Student Support Services,Is there a helpline or service for students facing personal challenges,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,D,Events and Campus Culture,Where can I find the schedule for upcoming cultural events on campus,6,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,D,Events and Campus Culture,How can I sign up to volunteer for the annual [specific event],6,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,D,Events and Campus Culture,Are there any language or cultural exchange programs,6,Study Abroad and Exchanges,,TRUE,"-37.47453308105469,-28.98046112060547"
2023-10-08,D,Policies and Procedures,What's the university's policy on academic honesty and plagiarism,19,Academic Calendar,131,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,D,Policies and Procedures,How do I add/drop courses after the initial registration,19,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,D,Policies and Procedures,Are there guidelines on dormitory rules and conduct,19,Housing,,TRUE,"262.19744873046875,-236.9348907470703"
2023-10-08,D,Post-Graduation,Where is the career services office located and how can I schedule an appointment,2,Career,11,FALSE,"-151.28314208984375,13.832592010498047"
2023-10-08,D,Post-Graduation,How can I connect with alumni in my field,2,Alumni,,TRUE,"-152.3739013671875,-117.56211853027344"
2023-10-08,D,Post-Graduation,Are there post-graduate internships or fellowships available through the university,2,Career,88,FALSE,"-151.28314208984375,13.832592010498047"
2023-10-08,D,Local Surroundings,What are some recommended local places for students to visit,15,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,D,Local Surroundings,Are there student discounts at local businesses or attractions,15,Financial Information,138,TRUE,"29.64777946472168,257.22271728515625"
2023-10-08,D,Local Surroundings,How do I use public transportation around the university,15,Transportation and Parking,,TRUE,"565.49755859375,-361.1052551269531"
2023-10-08,D,Online Learning and Technology,How can I access the online learning platform for my courses,10,Information Technology,6,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,D,Online Learning and Technology,Who do I contact if I'm having technical issues with my online exam,10,Information Technology,,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,D,Online Learning and Technology,Are there guidelines or tips for successful remote learning,10,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,D,Safety and Security,What's the protocol for reporting suspicious activities on campus,4,Emergency and Safety,,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,D,Safety and Security,How does the university protect student data and privacy online,4,Emergency and Safety,144,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,D,Safety and Security,Is there an emergency helpline for students,4,Emergency and Safety,145,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,D,Admission Changes and Updates,Have there been recent changes to the admission criteria for [specific program],5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,D,Admission Changes and Updates,How does the university notify applicants of changes in the application process,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,D,Admission Changes and Updates,Where can I find updated course requirements for my intended major,5,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,D,Feedback and Improvement,How can I provide feedback about my course or instructor,14,Feedback,149,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,D,Feedback and Improvement,Is there a grievance redressal system for student complaints,14,Feedback,,TRUE,"432.46820068359375,405.8965759277344"
2023-10-08,D,Feedback and Improvement,Who do I contact to suggest improvements to campus facilities,14,Feedback,223,FALSE,"432.46820068359375,405.8965759277344"
2023-10-08,E,Faculty and Staff,Are there any faculty members who specialize in [specific research topic],8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Faculty and Staff,How do I get in touch with the academic advising team,8,Academic Resources,44,FALSE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Faculty and Staff,Can I be assigned a mentor or senior advisor for my major,8,Academic Resources,154,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Campus Infrastructure,Is there a map or app to navigate the campus,3,Campus,78,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,E,Campus Infrastructure,What are the operating hours for the main library,3,Campus,12,FALSE,"170.3932342529297,-172.3666687011719"
2023-10-08,E,Campus Infrastructure,Are there any 24-hour study spaces available,3,Campus,73,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,E,Academic Resources,How do I access the online journal database,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Academic Resources,Is there a resource center or hub for [specific major/department],9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Academic Resources,Are there any collaborative study groups or sessions I can join,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Student Support Services,Do you offer financial counseling or guidance for students,11,Financial Information,,TRUE,"29.64777946472168,257.22271728515625"
2023-10-08,E,Student Support Services,Where can I find resources for stress management during exams,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,E,Student Support Services,Is there a center for diversity and inclusion,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,E,Events and Campus Culture,Are there any leadership workshops or seminars this semester,6,Career,,TRUE,"-151.28314208984375,13.832592010498047"
2023-10-08,E,Events and Campus Culture,How can I stay updated with campus news and events,6,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,E,Events and Campus Culture,Where can I find tickets or passes for university athletic games,6,Athletics,46,FALSE,"269.6899108886719,133.2352294921875"
2023-10-08,E,Policies and Procedures,How do I apply for a leave of absence,19,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,E,Policies and Procedures,Where can I find the academic calendar for the year,19,Academic Calendar,7,FALSE,"-84.70146179199219,170.7164306640625"
2023-10-08,E,Policies and Procedures,What's the process for changing my major or minor,19,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,E,Post-Graduation,Do you have a platform for networking with university alumni,2,Alumni,,TRUE,"-225.3961639404297,-117.83951568603516"
2023-10-08,E,Post-Graduation,Are there any upcoming job fairs or recruitment drives,2,Career,,TRUE,"-151.28314208984375,13.832592010498047"
2023-10-08,E,Post-Graduation,How do I request transcripts or academic records for further studies,2,Graduation,24,FALSE,"-152.3739013671875,-117.56211853027344"
2023-10-08,E,Local Surroundings,Are there any farmers' markets or local events near campus,15,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,E,Local Surroundings,What safety measures are in place for students traveling late at night,15,Emergency and Safety,174,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,E,Local Surroundings,Can you recommend off-campus housing options or neighborhoods,15,Housing,51,FALSE,"262.19744873046875,-236.9348907470703"
2023-10-08,E,Online Learning and Technology,Are there any software or tools provided by the university for free,10,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,E,Online Learning and Technology,How do I troubleshoot issues with the university's Wi-Fi,10,Information Technology,,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,E,Online Learning and Technology,Is there an IT helpdesk I can contact for tech-related queries,10,Information Technology,,TRUE,"-508.04144287109375,40.713619232177734"
2023-10-08,E,Safety and Security,How frequently does the university conduct safety drills,4,Emergency and Safety,,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,E,Safety and Security,Are there any health or vaccination requirements for on-campus students,4,Emergency and Safety,,TRUE,"485.61334228515625,-64.19918060302734"
2023-10-08,E,Safety and Security,How are lost and found items handled on campus,4,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,E,Admission Changes and Updates,How do I defer my admission to a later semester,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,E,Admission Changes and Updates,Are there any new scholarships or financial aid options available,5,Financial Information,,TRUE,"29.64777946472168,257.22271728515625"
2023-10-08,E,Admission Changes and Updates,Where can I find statistics on the most recent incoming class,5,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,E,Feedback and Improvement,How can I participate in student council or governance,14,Student Organizations,185,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,E,Feedback and Improvement,Is there a suggestion box or platform to voice student opinions,14,Feedback,223,FALSE,"432.46820068359375,405.8965759277344"
2023-10-08,E,Feedback and Improvement,Who do I approach for concerns regarding accessibility on campus,14,Accessibility,,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,F,Faculty and Staff,Who leads the [specific department] outreach programs,8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Faculty and Staff,Can students collaborate with faculty on research projects,8,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-08,F,Faculty and Staff,Is there a directory for faculty and their areas of expertise,8,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Campus Infrastructure,Are there any sustainable or green buildings on campus,3,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,F,Campus Infrastructure,Where can I find information about campus art installations or landmarks,3,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,F,Campus Infrastructure,Are there special accommodations or rooms for nursing mothers,3,Accessibility,,TRUE,"92.69905090332031,-164.10406494140625"
2023-10-08,F,Academic Resources,How can I reserve books or materials from the library in advance,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Academic Resources,Does the university offer language or writing centers for assistance,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Academic Resources,Are there any peer-led workshops for specific courses,9,Academic Resources,,TRUE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Student Support Services,Is there a dedicated service for first-generation college students,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,F,Student Support Services,Are there programs to assist international students in acclimatizing,11,Student Health and Wellness,,TRUE,"130.57623291015625,45.156131744384766"
2023-10-08,F,Student Support Services,How can I find a study or academic mentor,11,Academic Resources,154,FALSE,"-70.98403930664062,122.0456314086914"
2023-10-08,F,Events and Campus Culture,How can I contribute to the university's student magazine or newspaper,6,Student Organizations,,TRUE,"204.56529235839844,24.02768325805664"
2023-10-08,F,Events and Campus Culture,Are there any upcoming artist or speaker series,6,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,F,Events and Campus Culture,How can I showcase my work in the university gallery or exhibition spaces,6,Campus,,TRUE,"170.3932342529297,-172.3666687011719"
2023-10-08,F,Policies and Procedures,What are the guidelines for students who wish to take a gap year,19,Admissions,,TRUE,"-253.31121826171875,146.1056671142578"
2023-10-08,F,Policies and Procedures,Where can I find the code of conduct or student handbook,19,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,F,Policies and Procedures,How does the university address academic disputes or grade appeals,19,Academic Calendar,,TRUE,"-84.70146179199219,170.7164306640625"
2023-10-08,F,Post-Graduation,Is there a platform where I can connect with mentors in the industry,2,Career,154,FALSE,"-151.28314208984375,13.832592010498047"
2023-10-08,F,Post-Graduation,How can I get my work or research published through the university,2,Research,,TRUE,"-250.35284423828125,303.8739318847656"
2023-10-08,F,Post-Graduation,Does the university offer continued education or evening classes for alumni,2,Alumni,,TRUE,"-225.3961639404297,-117.83951568603516"
2023-10-08,F,Local Surroundings,How can I engage with community service projects around the area,15,Community Engagement,107,TRUE,"364.3826904296875,-24.92564582824707"
2023-10-08,F,Local Surroundings,Are there student-friendly cafes or hangout spots near campus,15,Community Engagement,,TRUE,"364.3826904296875,-24.92564582824707"
