Timestamp,YearOfStudy,EnglishFirstLanguage,Query,Respondent,Duplicate ID,Test,Topic,ChatMatch,TrueMatch,Reason,MatchedQuery,Word2Vec_similarity
2023-10-10,3,False,what time is the library open until,6,1.0,True,Campus,72.0,1.0,,What are the library's opening hours,0.6338119506835938
2023-10-10,3,False,where is prof xyz's office,6,0.0,True,Campus,13.0,1.0,,Where is the health center located,0.4882860481739044
2023-10-10,1,True,when will the otrain be functional at carleton,7,,True,Campus,229.0,0.0,Specific ,Are there any ongoing construction or expansion projects,0.47155946493148804
2023-10-10,2,True,what gpa do you need to get in a good coop internship job,8,,True,Multiple Topics,,-1.0,,,
2023-10-10,2,True,when is the next networking event for engineering students,9,,True,Career,171.0,0.0,Specific ,Are there any upcoming job fairs or recruitment drives,0.5287426710128784
2023-10-10,1,False,what is the procedure for becoming a ta,10,21.0,True,Career,,-1.0,,,
2023-10-10,4,True,where can i find the dates and deadlines calendar,11,,True,Academic Calendar,7.0,0.0,Specific ,What's the academic calendar for this year,0.6015493869781494
2023-10-10,4,True,when is the academic drop deadline,11,,True,Academic Calendar,7.0,0.0,Specific ,What's the academic calendar for this year,0.6400949358940125
2023-10-10,4,True,how do i drop a course,11,,True,Academic Calendar,132.0,1.0,,How do I add/drop courses after the initial registration,0.6713026165962219
2023-10-10,1,False,where is herzberg building,12,0.0,False,Campus,,,,,
2023-10-10,1,False,where is walmart,12,57.0,False,Community Engagement,,,,,
2023-10-10,1,False,where can i find jobs,12,27.0,True,Career,171.0,0.0,General,Are there any upcoming job fairs or recruitment drives,0.5632560849189758
2023-10-10,1,False,where can i find opportunities on campus,12,,True,Multiple Topics,,-1.0,,,
2023-10-10,2,True,will i fail my classes,13,,True,Academic Resources,44.0,0.0,Specific ,How can I get academic advising,0.6240454316139221
2023-10-10,4,True,where is the best place to study on campus,14,3.0,False,Campus,,,,,
2023-10-10,4,True,what is best elective to take as an incoming second year,14,94.0,True,Academic Calendar,52.0,0.0,Specific ,What classes are available next semester,0.5412657856941223
2023-10-10,4,True,when will the new residence building be finished,14,,True,Campus,229.0,0.0,Specific ,Are there any ongoing construction or expansion projects,0.49193185567855835
2023-10-10,4,True,offer different potential paper titles using the following title,15,,False,out of scope,,,,,
2023-10-10,4,True,what year was the united nations created etc,15,,False,out of scope,,,,,
2023-10-10,2,False,what are the psychology academic advisor hours fall 2023,16,35.0,True,Academic Resources,44.0,1.0,,How can I get academic advising,0.6151564717292786
2023-10-10,4,False,can you please generate some practice test questions for my psych class,17,,False,out of scope,,,,,
2023-10-10,2,False,what is the best coffee shop at carleton,18,3.0,False,Campus,,,,,
2023-10-10,1,False,where can i get my campus card,19,0.0,True,Campus,13.0,0.0,Specific ,Where is the health center located,0.44927486777305603
2023-10-10,5,True,what type of food locations do you have on campus,20,,True,Campus,79.0,1.0,,What are the dining options on campus,0.7406734228134155
2023-10-10,5,True,does the food locations accept dining dollars,20,,True,Housing,,-1.0,,,
2023-10-10,5,True,when are the reading weeks,20,132.0,False,Academic Calendar,,,,,
2023-10-10,5,True,what type of resources are avalible on campus,20,,True,Multiple Topics,,-1.0,,,
2023-10-10,5,True,who should i reach out to about questions about my timetable,20,,True,Academic Calendar,,-1.0,,,
2023-10-10,1,True,what type of individuals are eligible for the pmc accommodations,21,,True,Accessibility,347.0,1.0,,Is there a policy for requesting accommodations for disabilities or health conditions,0.7227609157562256
2023-10-10,1,True,i can't imagine myself asking a chatbot anything,22,,False,out of scope,,,,,
2023-10-10,4,True,what should i do after university,23,,True,Career,88.0,0.0,General,Are there any job placement services for graduates,0.544435977935791
2023-10-10,4,True,options for my degree,23,,True,Multiple Topics,53.0,0.0,Vague,What undergraduate/graduate programs do you offer,0.5166393518447876
2023-10-10,4,True,how do i get a coop position,24,,False,Career,,,,,
2023-10-10,4,True,how to meet other carelton students,24,,True,Multiple Topics,,-1.0,,,
2023-10-10,2,True,where can i find payment due dates,25,96.0,False,Financial Information,,,,,
2023-10-10,2,True,where can i find my course schedule,26,,True,Academic Calendar,,-1.0,,,
2023-10-10,2,True,how to drop minor element,27,110.0,True,Academic Calendar,169.0,1.0,,What's the process for changing my major or minor,0.5399445295333862
2023-10-10,3,True,what's the probability i find a job after i graduate from mechanical engineering,28,,True,Career,,-1.0,,,
2023-10-10,4,True,how to read my audit,29,54.0,True,Academic Resources,,-1.0,,,
2023-10-10,4,True,how to navigate the tunnels,29,,True,Campus,,-1.0,,,
2023-10-10,1,True,where is the nearest water fountain,30,0.0,True,Campus,13.0,0.0,Specific ,Where is the health center located,0.6031897664070129
2023-10-10,1,True,where can i find cheep food near carleton,31,57.0,True,Community Engagement,173.0,0.0,Specific ,Are there any farmers' markets or local events near campus,0.5648341178894043
2023-10-10,5,True,where do coroners' inquest jurors meet,32,,False,out of scope,,,,,
2023-10-10,5,False,where can i find the best coffee on campus,33,3.0,False,Campus,,,,,
2023-10-10,4,True,where is southam hall,34,0.0,False,Campus,,,,,
2023-10-10,4,True,where are the microwaves,35,0.0,False,Campus,,,,,
2023-10-10,2,True,where do i access past course outlines for my program,36,,True,Academic Resources,,-1.0,,,
2023-10-10,2,True,how to i get involved with the school community,36,63.0,True,Community Engagement,115.0,0.0,General,How can I get involved in the university's green initiatives,0.7545514702796936
2023-10-10,2,True,what's the course outline for  class,37,,True,Academic Resources,,-1.0,,,
2023-10-10,2,True,what are some resources for market research,37,,True,Academic Resources,230.0,0.0,General,Do students have access to professional or industry databases,0.5623111724853516
2023-10-10,2,True,when does examination period start,37,5.0,False,Academic Calendar,,,,,
2023-10-10,2,True,where is the student support centre,38,0.0,False,Campus,,,,,
2023-10-10,4,True,how do i find my degree requirements,39,,True,Academic Calendar,148.0,1.0,,Where can I find updated course requirements for my intended major,0.8109701871871948
2023-10-10,2,True,where is the library,40,0.0,False,Campus,,,,,
2023-10-10,1,False,where is library,41,0.0,False,Campus,,,,,
2023-10-10,1,False,i emailed carleton computer science because one my courses got filled,42,168.0,True,Academic Calendar,,-1.0,,,
2023-10-10,1,False,is it possible to customize a degree,43,,True,Academic Calendar,,-1.0,,,
2023-10-10,1,False,where can i find the book store,44,0.0,False,Campus,,,,,
2023-10-10,2,True,where can i find private study rooms in carleton,45,0.0,True,Campus,13.0,0.0,Specific ,Where is the health center located,0.5450879335403442
2023-10-10,3,False,where can i find free parking on campus,46,4.0,True,Transportation and Parking,28.0,0.0,Specific,Where can I park when visiting the campus,0.7939999103546143
2023-10-10,0,False,when does the bookstore close,47,1.0,False,Campus,,,,,
2023-10-10,3,False,what is a virtual machine,48,,False,out of scope,,,,,
2023-10-10,3,False,where can i find a water fountain in the nideniyan building after the cafeteria closes,49,0.0,True,Campus,13.0,0.0,Specific,Where is the health center located,0.6178122758865356
2023-10-10,2,True,how to find my carleton transcript,50,,True,Graduation,24.0,1.0,,How can I request my transcripts,0.7912726998329163
2023-10-10,3,True,where is my class located,51,0.0,False,Campus,,,,,
2023-10-10,1,True,how to join club,52,81.0,True,Student Organizations,96.0,1.0,,How do I join the university's [specific club],0.6477604508399963
2023-10-10,1,True,where can i find a map of a building,53,,True,Campus,78.0,1.0,,Where can I find the campus map,0.8540416955947876
2023-10-10,1,True,where can i find my course calendar,53,,True,Multiple Topics,,-1.0,,,
2023-10-10,2,True,fall term exam schedule,54,5.0,False,Academic Calendar,,,,,
2023-10-10,1,True,how do i figure out how to pay my tuition,55,,True,Financial Information,18.0,0.0,General,How do I pay my tuition online,0.8771241903305054
2023-10-10,1,True,how can i switch programs,56,86.0,True,Academic Calendar,,-1.0,,,
2023-10-10,5,False,can students use chatgpt for completing assignments,57,,True,Academic Calendar,343.0,0.0,Specific ,How do I find a comprehensive list of all academic policies for the university,0.569720983505249
2023-10-10,1,True,where is the the ravens nest,58,0.0,False,Campus,,,,,
2023-10-10,0,False,where can i find some hoes,59,,False,out of scope,,,,,
2023-10-10,1,True,where can i see exam schedule,60,5.0,False,Academic Calendar,,,,,
2023-10-10,1,False,how do i get better grades,61,112.0,False,Academic Resources,,,,,
2023-10-10,1,False,how many bathrooms are there in total,62,,True,Campus,119.0,0.0,Specific ,Where can I find a list of all lecture halls and their capacities,0.6436226963996887
2023-10-10,1,False,how do i join a sports team,63,,True,Athletics,48.0,1.0,,How do I try out for [specific sports team],0.7695745229721069
2023-10-10,1,True,what kind of classes should i take for my degree,64,94.0,True,Academic Calendar,52.0,0.0,Specific ,What classes are available next semester,0.638691782951355
2023-10-11,3,False,when does fall term start,65,,True,Academic Calendar,7.0,0.0,Specific ,What's the academic calendar for this year,0.46546339988708496
2023-10-11,3,False,when is the last day for tuition payment,65,96.0,True,Financial Information,19.0,1.0,,When is the last date for tuition payment this semester,0.915009617805481
2023-10-11,3,False,where can i sign up for intramurals,65,,True,Athletics,303.0,0.0,Specific ,Are there intramural or club sports available for students who wish to participate recreationally,0.6747612953186035
2023-10-11,3,False,what can i access from the library,65,,True,Academic Resources,,-1.0,,,
2023-10-11,3,False,how can i access the library,65,,True,Academic Resources,71.0,0.0,General,How do I access the online library catalog,0.8320426940917969
2023-10-11,3,True,summarise this document,66,,False,out of scope,,,,,
2023-10-11,3,True,what is the main topic in this text,66,,False,out of scope,,,,,
2023-10-11,3,True,how to get to the uc building from the library,66,0.0,True,Campus,13.0,0.0,Specific ,Where is the health center located,0.5395750999450684
2023-10-11,3,True,which rooms are reserved for irm students,66,,True,Campus,,-1.0,,,
2023-10-11,3,True,what days are the campus closed,66,,True,Campus,,-1.0,,,
2023-10-11,3,True,what is the holiday schedule for students,66,,True,Academic Calendar,7.0,0.0,Specific ,What's the academic calendar for this year,0.6926534175872803
2023-10-11,5,True,what courses can i register for course plans,67,94.0,True,Academic Calendar,52.0,0.0,Vague,What classes are available next semester,0.6460646390914917
2023-10-11,5,True,can you tell me about equivalent courses at carleton and letters of permission,67,,True,Study Abroad and Exchanges,,-1.0,,,
2023-10-11,5,True,i am getting a registration warning when i try to register for a course in my program  what should i do,67,168.0,True,Academic Calendar,,-1.0,,,
2023-10-11,5,True,how do i register for my elective,67,,True,Academic Calendar,55.0,0.0,Specific ,How do I register for classes,0.8381075859069824
2023-10-11,5,True,how do i add a minor and what minors can i take,67,110.0,True,Academic Calendar,169.0,0.0,Specific ,What's the process for changing my major or minor,0.6173790097236633
2023-10-11,5,True,what is the process to take a leave of absence,67,111.0,True,Academic Calendar,167.0,1.0,,How do I apply for a leave of absence,0.764172375202179
2023-10-11,5,True,what can i do to improve my cgpa,67,112.0,True,Academic Resources,44.0,0.0,Specific ,How can I get academic advising,0.7430858612060547
2023-10-11,5,True,i have a timetable conflict between courses  what should i do,67,,True,Academic Calendar,,-1.0,,,
2023-10-11,4,True,where can i find deadlines on fall registration,68,6.0,True,Academic Calendar,7.0,0.0,Specific ,What's the academic calendar for this year,0.4565414786338806
2023-10-11,4,True,where can i find deadlines for graduation,68,,True,Graduation,323.0,0.0,Specific,How and when do students apply for graduation and is there a deadline,0.7884464263916016
2023-10-11,4,True,where can see my tuition fees,68,,True,Financial Information,42.0,0.0,General,What are the tuition fees for international students,0.7917810678482056
2023-10-12,5,True,can i apply to more than one program,69,,True,Admissions,256.0,0.0,Specific ,Is it possible to apply for dual degrees or interdisciplinary programs,0.6417165994644165
2023-10-12,5,True,who do i send my required documents and supplementary forms to,69,118.0,True,Admissions,,-1.0,,,
2023-10-12,5,True,when can i upload my required documents,69,118.0,True,Admissions,,-1.0,,,
2023-10-12,5,True,can you review my documents before i apply,69,,True,Admissions,,-1.0,,,
2023-10-12,5,True,how do i check the status of my application,69,,True,Admissions,147.0,0.0,Specific ,How does the university notify applicants of changes in the application process,0.6591293811798096
2023-10-12,5,True,do i need to renew my study permit,70,,True,Study Abroad and Exchanges,,-1.0,,,
2023-10-12,5,True,how can i take a break from my studies,70,111.0,True,Academic Calendar,167.0,1.0,,How do I apply for a leave of absence,0.7158958911895752
2023-10-12,5,True,what are tuition fees at carleton university,70,,True,Financial Information,42.0,0.0,General,What are the tuition fees for international students,0.901806652545929
2023-10-12,5,True,how can i study abroad,70,,True,Study Abroad and Exchanges,266.0,1.0,,Is there a separate application process for exchange programs,0.42312419414520264
2023-10-12,4,True,can you apply to graduate while still needing courses,71,126.0,True,Graduation,322.0,0.0,Specific,What are the requirements students need to fulfill in order to be eligible for graduation,0.7238879799842834
2023-10-12,3,True,when are we supposed to apply for coop jobs,72,,True,Career,87.0,0.0,Specific ,How can I apply for internship opportunities through the university,0.6782203316688538
2023-10-12,3,True,how does the coop process work,72,,False,Career,,,,,
2023-10-12,2,True,how do you apply for a minor,73,110.0,True,Academic Calendar,169.0,1.0,,What's the process for changing my major or minor,0.6801680326461792
2023-10-12,3,False,is there health and counselling services for adhd,74,,True,Student Health and Wellness,89.0,0.0,Specific ,Are there counseling services available for students,0.6772202849388123
2023-10-12,3,True,when is reading week,75,132.0,True,Academic Calendar,7.0,0.0,Specific ,What's the academic calendar for this year,0.5395684242248535
2023-10-12,3,True,when is reading week,75,132.0,False,Academic Calendar,,,,,
2023-10-12,2,True,where to put electric scooter,76,,True,Transportation and Parking,295.0,1.0,,Are there specific parking accommodations or areas for eco-friendly or electric vehicles,0.5239313244819641
2023-10-12,4,True,which graduation form to apply to,77,,True,Graduation,323.0,0.0,Specific,How and when do students apply for graduation and is there a deadline,0.6917239427566528
2023-10-12,4,True,what happens if i applied for graduation and failed an elective which would be my last 05 credit before graduating can i still graduate,77,126.0,True,Graduation,322.0,0.0,Specific,What are the requirements students need to fulfill in order to be eligible for graduation,0.7500303983688354
2023-10-12,3,False,how can you transfer to another program,78,86.0,False,Academic Calendar,,,,,
2023-10-12,2,True,where are the chonkers,79,,False,out of scope,,,,,
2023-10-12,4,False,how do i get my confirmation of graduation letter,80,,True,Graduation,330.0,0.0,General,How does the university handle the distribution of diplomas or transcripts post-ceremony,0.5881403088569641
2023-10-12,0,True,i'm applying and i was wondering if there's anything i should know before applying,81,,True,Admissions,39.0,0.0,Vague,How do I apply to the university,0.7553988695144653
2023-10-12,0,False,is it still possible to apply to carleton now especially for mecheng,82,,True,Admissions,40.0,0.0,Specific ,What are the application deadlines,0.5961273312568665
2023-10-12,0,False,i would like to apply for computer science program next year in carleton average 83 is enough for applying computer science in carleton,83,,True,Admissions,41.0,0.0,Specific ,What's the acceptance rate,0.3958568274974823
2023-10-12,0,True,what's the approximate time to receive word back about my application,84,,True,Admissions,147.0,0.0,Specific ,How does the university notify applicants of changes in the application process,0.6001932621002197
2023-10-12,0,False,any insights you can give to help strengthen my application when i apply for cs as an international highschool student for next term,85,,True,Admissions,39.0,0.0,Specific ,How do I apply to the university,0.7573691606521606
2023-10-12,2,False,when how do i apply for campus jobs,86,27.0,True,Career,,-1.0,,,
2023-10-12,0,True,is it worth applying to carleton cs,87,,True,Admissions,,-1.0,,,
2023-10-12,0,True,how does the coop work here,87,,True,Career,87.0,1.0,,How can I apply for internship opportunities through the university,0.6300346851348877
2023-10-12,0,True,what is the timeline for applying for the bgins masters program,88,,True,Admissions,40.0,0.0,Specific ,What are the application deadlines,0.6627551317214966
2023-10-12,0,True,i don't have any questions i would ask,89,,False,out of scope,,,,,
2023-10-12,0,False,my application status changed to recommend for assessment what's that mean,90,,True,Admissions,147.0,0.0,Specific ,How does the university notify applicants of changes in the application process,0.6551995873451233
2023-10-12,0,True,why is my application still not responded to,91,,True,Admissions,147.0,0.0,Specific ,How does the university notify applicants of changes in the application process,0.6231117248535156
2023-10-12,0,False,if there is an option to get my application fee waived,92,,True,Admissions,,-1.0,,,
2023-10-12,0,False,when will i hear a response for winter residence,92,,True,Housing,,-1.0,,,
2023-10-12,0,True,how do i apply for osap,93,,True,Financial Information,64.0,0.0,Specific,How do I apply for financial aid,0.8115222454071045
2023-10-12,0,True,can i go to campus and get the financial aid department to help me,93,,True,Multiple Topics,,-1.0,,,
2023-10-12,0,True,no questions sorry,94,,False,out of scope,,,,,
2023-10-12,0,False,how do i get involved at carleton,95,63.0,False,Community Engagement,,,,,
2023-10-12,0,False,can i get a bus discount,95,,True,Transportation and Parking,94.0,1.0,,How do I use the university's public transportation discounts,0.6572516560554504
2023-10-12,0,False,where can i get housing,95,,True,Housing,297.0,0.0,Vague,What types of on-campus housing options are available (eg dormitories apartments suites),0.5692155957221985
2023-10-12,4,False,how do i apply to be a ta,96,21.0,False,Career,,,,,
2023-10-12,4,False,what research opportunities are there,96,,True,Research,83.0,0.0,General,Are there research opportunities for undergraduate students,0.7759866714477539
2023-10-12,3,True,where do you go to apply to become a ta,97,21.0,False,Career,,,,,
2023-10-13,0,True,what are some things i should know for my first year of univeristy,98,,True,Multiple Topics,,-1.0,,,
2023-10-13,5,True,what is the campus wifi,99,,True,Information Technology,70.0,1.0,,How do I connect to the campus Wi-Fi,0.6907448768615723
2023-10-13,5,True,how do i log into online learning,99,,True,Information Technology,33.0,1.0,,I'm having trouble accessing the e-learning platform Can you help,0.6432996988296509
2023-10-13,5,True,how do i get it help,99,,True,Information Technology,178.0,1.0,,Is there an IT helpdesk I can contact for tech-related queries,0.5702363848686218
2023-10-13,5,True,how do i read my audit,100,54.0,False,Academic Resources,,,,,
2023-10-13,5,True,can i schedule an appointment for academic advising,100,35.0,False,Academic Resources,,,,,
2023-10-13,5,True,why can't i register for this course,100,168.0,True,Academic Calendar,,-1.0,,,
2023-10-13,0,False,is there a day to join clubs,101,81.0,True,Student Organizations,96.0,0.0,Specific,How do I join the university's [specific club],0.6014605164527893
2023-10-13,0,False,can i start my own club,101,,True,Student Organizations,95.0,1.0,,Can I start a new club or student organization,0.7615268230438232
2023-10-13,5,True,what clubs can i join,102,81.0,True,Student Organizations,76.0,1.0,,What student organizations are there,0.5215321779251099
2023-10-13,5,True,how can i get accommodations for my classes,102,,True,Accessibility,105.0,1.0,,How do I request accommodations for my classes,0.8854143619537354
2023-10-13,5,True,how do i opt out of student fees,103,,True,Financial Information,,-1.0,,,
2023-10-13,5,True,what scholarships can i apply for,103,,True,Financial Information,65.0,0.0,General,What scholarships are available for [specific program/major],0.7729499340057373
2023-10-13,5,True,what financial aid can i apply for,103,,True,Financial Information,64.0,0.0,Specific,How do I apply for financial aid,0.8938430547714233
